날짜,지점,발생건수(건)
20170511,제주,513
20170512,제주,471
20170513,제주,319
20170514,제주,56
20170515,제주,658
20170516,제주,531
20170517,제주,436
20170518,제주,451
20170519,제주,494
20170520,제주,364
20170521,제주,46
20170522,제주,639
20170523,제주,439
20170524,제주,422
20170525,제주,443
20170526,제주,497
20170527,제주,302
20170528,제주,33
20170529,제주,626
20170530,제주,448
20170531,제주,413
20170601,제주,413
20170602,제주,458
20170603,제주,297
20170604,제주,45
20170605,제주,625
20170606,제주,129
20170607,제주,507
20170608,제주,432
20170609,제주,446
20170610,제주,315
20170611,제주,41
20170612,제주,580
20170613,제주,386
20170614,제주,373
20170615,제주,395
20170616,제주,417
20170617,제주,273
20170618,제주,25
20170619,제주,512
20170620,제주,381
20170621,제주,300
20170622,제주,361
20170623,제주,390
20170624,제주,258
20170625,제주,39
20170626,제주,522
20170627,제주,355
20170628,제주,295
20170629,제주,300
20170630,제주,373
20170701,제주,240
20170702,제주,30
20170703,제주,427
20170704,제주,303
20170705,제주,307
20170706,제주,270
20170707,제주,290
20170708,제주,216
20170709,제주,32
20170710,제주,401
20170711,제주,263
20170712,제주,263
20170713,제주,262
20170714,제주,250
20170715,제주,206
20170716,제주,23
20170717,제주,338
20170718,제주,267
20170719,제주,264
20170720,제주,280
20170721,제주,266
20170722,제주,204
20170723,제주,24
20170724,제주,433
20170725,제주,293
20170726,제주,314
20170727,제주,301
20170728,제주,339
20170729,제주,234
20170730,제주,인천
20170731,제주,371
20170801,제주,281
20170802,제주,223
20170803,제주,241
20170804,제주,265
20170805,제주,182
20170806,제주,26
20170807,제주,402
20170808,제주,268
20170809,제주,271
20170810,제주,302
20170811,제주,297
20170812,제주,239
20170813,제주,인천
20170814,제주,412
20170815,제주,96
20170816,제주,360
20170817,제주,285
20170818,제주,285
20170819,제주,228
20170820,제주,23
20170821,제주,443
20170822,제주,338
20170823,제주,258
20170824,제주,287
20170825,제주,296
20170826,제주,232
20170827,제주,29
20170828,제주,410
20170829,제주,336
20170830,제주,331
20170831,제주,306
20170901,제주,362
20170902,제주,272
20170903,제주,49
20170904,제주,499
20170905,제주,360
20170906,제주,328
20170907,제주,347
20170908,제주,370
20170909,제주,271
20170910,제주,43
20170911,제주,520
20170912,제주,332
20170913,제주,331
20170914,제주,375
20170915,제주,393
20170916,제주,276
20170917,제주,36
20170918,제주,561
20170919,제주,364
20170920,제주,334
20170921,제주,418
20170922,제주,430
20170923,제주,313
20170924,제주,37
20170925,제주,561
20170926,제주,464
20170927,제주,335
20170928,제주,438
20170929,제주,482
20170930,제주,377
20171001,제주,63
20171002,제주,489
20171003,제주,98
20171004,제주,26
20171005,제주,74
20171006,제주,129
20171007,제주,187
20171008,제주,45
20171009,제주,142
20171010,제주,547
20171011,제주,363
20171012,제주,410
20171013,제주,380
20171014,제주,307
20171015,제주,50
20171016,제주,582
20171017,제주,385
20171018,제주,349
20171019,제주,423
20171020,제주,448
20171021,제주,375
20171022,제주,47
20171023,제주,642
20171024,제주,461
20171025,제주,401
20171026,제주,481
20171027,제주,462
20171028,제주,364
20171029,제주,60
20171030,제주,656
20171031,제주,467
20171101,제주,395
20171102,제주,457
20171103,제주,483
20171104,제주,385
20171105,제주,56
20171106,제주,723
20171107,제주,502
20171108,제주,480
20171109,제주,487
20171110,제주,478
20171111,제주,397
20171112,제주,52
20171113,제주,681
20171114,제주,481
20171115,제주,404
20171116,제주,495
20171117,제주,547
20171118,제주,385
20171119,제주,48
20171120,제주,801
20171121,제주,491
20171122,제주,427
20171123,제주,475
20171124,제주,532
20171125,제주,371
20171126,제주,65
20171127,제주,685
20171128,제주,570
20171129,제주,468
20171130,제주,466
20171201,제주,557
20171202,제주,390
20171203,제주,77
20171204,제주,728
20171205,제주,563
20171206,제주,505
20171207,제주,553
20171208,제주,597
20171209,제주,435
20171210,제주,61
20171211,제주,751
20171212,제주,603
20171213,제주,479
20171214,제주,559
20171215,제주,573
20171216,제주,444
20171217,제주,47
20171218,제주,792
20171219,제주,606
20171220,제주,534
20171221,제주,638
20171222,제주,624
20171223,제주,521
20171224,제주,86
20171225,제주,184
20171226,제주,945
20171227,제주,668
20171228,제주,655
20171229,제주,733
20171230,제주,511
20171231,제주,91
20180101,제주,169
20180102,제주,1040
20180103,제주,639
20180104,제주,678
20180105,제주,870
20180106,제주,496
20180107,제주,78
20180108,제주,968
20180109,제주,681
20180110,제주,556
20180111,제주,457
20180112,제주,559
20180113,제주,551
20180114,제주,80
20180115,제주,871
20180116,제주,584
20180117,제주,605
20180118,제주,578
20180119,제주,618
20180120,제주,409
20180121,제주,49
20180122,제주,844
20180123,제주,543
20180124,제주,454
20180125,제주,551
20180126,제주,535
20180127,제주,357
20180128,제주,56
20180129,제주,736
20180130,제주,495
20180131,제주,470
20180201,제주,577
20180202,제주,549
20180203,제주,364
20180204,제주,21
20180205,제주,512
20180206,제주,382
20180207,제주,429
20180208,제주,436
20180209,제주,540
20180210,제주,359
20180211,제주,38
20180212,제주,670
20180213,제주,550
20180214,제주,637
20180215,제주,101
20180216,제주,26
20180217,제주,66
20180218,제주,56
20180219,제주,754
20180220,제주,475
20180221,제주,473
20180222,제주,495
20180223,제주,484
20180224,제주,319
20180225,제주,40
20180226,제주,668
20180227,제주,520
20180228,제주,422
20180301,제주,118
20180302,제주,604
20180303,제주,314
20180304,제주,38
20180305,제주,636
20180306,제주,464
20180307,제주,406
20180308,제주,458
20180309,제주,484
20180310,제주,364
20180311,제주,47
20180312,제주,654
20180313,제주,514
20180314,제주,443
20180315,제주,453
20180316,제주,511
20180317,제주,360
20180318,제주,47
20180319,제주,690
20180320,제주,450
20180321,제주,446
20180322,제주,464
20180323,제주,523
20180324,제주,372
20180325,제주,67
20180326,제주,688
20180327,제주,516
20180328,제주,474
20180329,제주,529
20180330,제주,512
20180331,제주,409
20180401,제주,75
20180402,제주,716
20180403,제주,495
20180404,제주,484
20180405,제주,546
20180406,제주,535
20180407,제주,360
20180408,제주,78
20180409,제주,686
20180410,제주,541
20180411,제주,445
20180412,제주,517
20180413,제주,538
20180414,제주,395
20180415,제주,76
20180416,제주,730
20180417,제주,532
20180418,제주,487
20180419,제주,510
20180420,제주,560
20180421,제주,368
20180422,제주,60
20180423,제주,745
20180424,제주,554
20180425,제주,454
20180426,제주,477
20180427,제주,515
20180428,제주,390
20180429,제주,55
20180430,제주,785
20180501,제주,346
20180502,제주,520
20180503,제주,537
20180504,제주,644
20180505,제주,133
20180506,제주,63
20180507,제주,279
20180508,제주,760
20180509,제주,497
20180510,제주,517
20180511,제주,548
20180512,제주,372
20180513,제주,59
20180514,제주,689
20180515,제주,513
20180516,제주,487
20180517,제주,490
20180518,제주,519
20180519,제주,317
20180520,제주,64
20180521,제주,722
20180522,제주,110
20180523,제주,638
20180524,제주,510
20180525,제주,477
20180526,제주,397
20180527,제주,61
20180528,제주,731
20180529,제주,474
20180530,제주,416
20180531,제주,454
20180601,제주,532
20180602,제주,348
20180603,제주,57
20180604,제주,649
20180605,제주,485
20180606,제주,100
20180607,제주,555
20180608,제주,463
20180609,제주,305
20180610,제주,30
20180611,제주,644
20180612,제주,414
20180613,제주,86
20180614,제주,463
20180615,제주,444
20180616,제주,271
20180617,제주,27
20180618,제주,585
20180619,제주,380
20180620,제주,367
20180621,제주,365
20180622,제주,379
20180623,제주,232
20180624,제주,32
20180625,제주,498
20180626,제주,402
20180627,제주,290
20180628,제주,343
20180629,제주,370
20180630,제주,216
20160101,충남,671
20160102,충남,2251
20160103,충남,413
20160104,충남,3370
20160105,충남,2320
20160106,충남,2005
20160107,충남,2097
20160108,충남,2135
20160109,충남,1763
20160110,충남,380
20160111,충남,2810
20160112,충남,2023
20160113,충남,1755
20160114,충남,1955
20160115,충남,2039
20160116,충남,1701
20160117,충남,376
20160118,충남,2530
20160119,충남,1434
20160120,충남,1897
20160121,충남,2038
20160122,충남,2103
20160123,충남,1568
20160124,충남,314
20160125,충남,2398
20160126,충남,2057
20160127,충남,2049
20160128,충남,2005
20160129,충남,2047
20160130,충남,1598
20160131,충남,441
20160201,충남,3032
20160202,충남,2112
20160203,충남,2145
20160204,충남,2365
20160205,충남,2857
20160206,충남,2356
20160207,충남,380
20160208,충남,132
20160209,충남,558
20160210,충남,1966
20160211,충남,3224
20160212,충남,2265
20160213,충남,2135
20160214,충남,423
20160215,충남,3066
20160216,충남,2052
20160217,충남,2207
20160218,충남,2207
20160219,충남,2306
20160220,충남,1823
20160221,충남,438
20160222,충남,2923
20160223,충남,2138
20160224,충남,2084
20160225,충남,2230
20160226,충남,2295
20160227,충남,1721
20160228,충남,380
20160229,충남,2971
20160301,충남,890
20160302,충남,2538
20160303,충남,2030
20160304,충남,1956
20160305,충남,1679
20160306,충남,358
20160307,충남,2596
20160308,충남,1930
20160309,충남,1706
20160310,충남,1945
20160311,충남,2042
20160312,충남,1922
20160313,충남,458
20160314,충남,2988
20160315,충남,2080
20160316,충남,2041
20160317,충남,2177
20160318,충남,2273
20160319,충남,2025
20160320,충남,467
20160321,충남,3164
20160322,충남,2185
20160323,충남,2220
20160324,충남,2281
20160325,충남,2454
20160326,충남,2147
20160327,충남,506
20160328,충남,3341
20160329,충남,2305
20160330,충남,2194
20160331,충남,2216
20160401,충남,2343
20160402,충남,1924
20160403,충남,368
20160404,충남,2994
20160405,충남,2158
20160406,충남,2013
20160407,충남,2099
20160408,충남,2128
20160409,충남,1843
20160410,충남,376
20160411,충남,2834
20160412,충남,2074
20160413,충남,1313
20160414,충남,2221
20160415,충남,2030
20160416,충남,1709
20160417,충남,409
20160418,충남,2775
20160419,충남,1953
20160420,충남,1876
20160421,충남,1879
20160422,충남,1977
20160423,충남,1697
20160424,충남,368
20160425,충남,2928
20160426,충남,2138
20160427,충남,2026
20160428,충남,2247
20160429,충남,2097
20160430,충남,1962
20160501,충남,579
20160502,충남,3106
20160503,충남,2017
20160504,충남,2620
20160505,충남,560
20160506,충남,2241
20160507,충남,1549
20160508,충남,440
20160509,충남,3116
20160510,충남,1983
20160511,충남,1930
20160512,충남,1966
20160513,충남,2115
20160514,충남,971
20160515,충남,486
20160516,충남,2984
20160517,충남,1904
20160518,충남,1841
20160519,충남,1905
20160520,충남,1996
20160521,충남,1706
20160522,충남,466
20160523,충남,2819
20160524,충남,2019
20160525,충남,1883
20160526,충남,1914
20160527,충남,1935
20160528,충남,1468
20160529,충남,376
20160530,충남,2597
20160531,충남,1825
20160601,충남,1844
20160602,충남,1821
20160603,충남,1918
20160604,충남,1460
20160605,충남,313
20160606,충남,738
20160607,충남,2559
20160608,충남,1602
20160609,충남,1538
20160610,충남,1628
20160611,충남,1305
20160612,충남,318
20160613,충남,2053
20160614,충남,1431
20160615,충남,1438
20160616,충남,1542
20160617,충남,1509
20160618,충남,1168
20160619,충남,316
20160620,충남,1976
20160621,충남,1401
20160622,충남,1331
20160623,충남,1380
20160624,충남,1373
20160625,충남,1078
20160626,충남,244
20160627,충남,2062
20160628,충남,1488
20160629,충남,1340
20160630,충남,1398
20160701,충남,1544
20160702,충남,1179
20160703,충남,269
20160704,충남,1757
20160705,충남,1321
20160706,충남,1284
20160707,충남,1342
20160708,충남,1315
20160709,충남,1071
20160710,충남,260
20160711,충남,1813
20160712,충남,1335
20160713,충남,1278
20160714,충남,1316
20160715,충남,1332
20160716,충남,1103
20160717,충남,343
20160718,충남,1804
20160719,충남,1310
20160720,충남,1306
20160721,충남,1225
20160722,충남,1368
20160723,충남,1084
20160724,충남,308
20160725,충남,1869
20160726,충남,1360
20160727,충남,1312
20160728,충남,1269
20160729,충남,1333
20160730,충남,997
20160731,충남,237
20160801,충남,1838
20160802,충남,1301
20160803,충남,1235
20160804,충남,1307
20160805,충남,1298
20160806,충남,853
20160807,충남,224
20160808,충남,1616
20160809,충남,1184
20160810,충남,1143
20160811,충남,1141
20160812,충남,1231
20160813,충남,894
20160814,충남,223
20160815,충남,481
20160816,충남,1714
20160817,충남,1207
20160818,충남,1286
20160819,충남,1393
20160820,충남,1057
20160821,충남,301
20160822,충남,1848
20160823,충남,1334
20160824,충남,1282
20160825,충남,1355
20160826,충남,1529
20160827,충남,1224
20160828,충남,357
20160829,충남,2110
20160830,충남,1633
20160831,충남,1516
20160901,충남,1773
20160902,충남,1640
20160903,충남,1407
20160904,충남,409
20160905,충남,2262
20160906,충남,1551
20160907,충남,1515
20160908,충남,1714
20160909,충남,1885
20160910,충남,1653
20160911,충남,477
20160912,충남,2869
20160913,충남,2586
20160914,충남,687
20160915,충남,112
20160916,충남,500
20160917,충남,1850
20160918,충남,496
20160919,충남,3030
20160920,충남,1976
20160921,충남,1800
20160922,충남,1943
20160923,충남,1822
20160924,충남,1528
20160925,충남,413
20160926,충남,2500
20160927,충남,1708
20160928,충남,1715
20160929,충남,1770
20160930,충남,2012
20161001,충남,1965
20161002,충남,371
20161003,충남,924
20161004,충남,2707
20161005,충남,1829
20161006,충남,1823
20161007,충남,1856
20161008,충남,1658
20161009,충남,428
20161010,충남,2721
20161011,충남,2000
20161012,충남,1926
20161013,충남,1994
20161014,충남,2080
20161015,충남,1845
20161016,충남,488
20161017,충남,2856
20161018,충남,2003
20161019,충남,1848
20161020,충남,2026
20161021,충남,2256
20161022,충남,1900
20161023,충남,544
20161024,충남,2952
20161025,충남,2190
20161026,충남,1958
20161027,충남,2104
20161028,충남,2171
20161029,충남,1960
20161030,충남,571
20161031,충남,3047
20161101,충남,2350
20161102,충남,2061
20161103,충남,2213
20161104,충남,2359
20161105,충남,2080
20161106,충남,546
20161107,충남,3057
20161108,충남,2275
20161109,충남,2052
20161110,충남,2173
20161111,충남,2336
20161112,충남,1982
20161113,충남,516
20161114,충남,3024
20161115,충남,2244
20161116,충남,2146
20161117,충남,2226
20161118,충남,2215
20161119,충남,1997
20161120,충남,618
20161121,충남,3343
20161122,충남,2215
20161123,충남,2129
20161124,충남,2227
20161125,충남,2380
20161126,충남,2076
20161127,충남,584
20161128,충남,3319
20161129,충남,2339
20161130,충남,2249
20161201,충남,2590
20161202,충남,2489
20161203,충남,2075
20161204,충남,573
20161205,충남,3580
20161206,충남,2396
20161207,충남,2337
20161208,충남,2482
20161209,충남,2606
20161210,충남,2134
20161211,충남,551
20161212,충남,3498
20161213,충남,2568
20161214,충남,2297
20161215,충남,2524
20161216,충남,2633
20161217,충남,2318
20161218,충남,485
20161219,충남,3591
20161220,충남,2645
20161221,충남,2334
20161222,충남,2496
20161223,충남,2456
20161224,충남,2169
20161225,충남,428
20161226,충남,3298
20161227,충남,2505
20161228,충남,2183
20161229,충남,2175
20161230,충남,2474
20161231,충남,1910
20170101,충남,580
20170102,충남,3016
20170103,충남,2117
20170104,충남,1986
20170105,충남,2012
20170106,충남,2166
20170107,충남,1544
20170108,충남,366
20170109,충남,2469
20170110,충남,1798
20170111,충남,1599
20170112,충남,1872
20170113,충남,1729
20170114,충남,1320
20170115,충남,299
20170116,충남,2341
20170117,충남,1810
20170118,충남,1621
20170119,충남,1816
20170120,충남,1438
20170121,충남,1393
20170122,충남,335
20170123,충남,2464
20170124,충남,1871
20170125,충남,1970
20170126,충남,2491
20170127,충남,543
20170128,충남,104
20170129,충남,370
20170130,충남,1195
20170131,충남,2572
20170201,충남,1895
20170202,충남,1738
20170203,충남,1875
20170204,충남,1476
20170205,충남,325
20170206,충남,2306
20170207,충남,1820
20170208,충남,1677
20170209,충남,1660
20170210,충남,1738
20170211,충남,1388
20170212,충남,335
20170213,충남,2502
20170214,충남,1781
20170215,충남,1650
20170216,충남,1749
20170217,충남,1913
20170218,충남,1513
20170219,충남,367
20170220,충남,2492
20170221,충남,1900
20170222,충남,1551
20170223,충남,1832
20170224,충남,1923
20170225,충남,1473
20170226,충남,343
20170227,충남,2526
20170228,충남,2043
20170301,충남,855
20170302,충남,2079
20170303,충남,1794
20170304,충남,1520
20170305,충남,301
20170306,충남,2330
20170307,충남,1609
20170308,충남,1595
20170309,충남,1629
20170310,충남,1776
20170311,충남,1531
20170312,충남,401
20170313,충남,2616
20170314,충남,1813
20170315,충남,1770
20170316,충남,1882
20170317,충남,1992
20170318,충남,1946
20170319,충남,480
20170320,충남,2914
20170321,충남,2129
20170322,충남,1995
20170323,충남,2086
20170324,충남,2330
20170325,충남,2076
20170326,충남,509
20170327,충남,3143
20170328,충남,2247
20170329,충남,2073
20170330,충남,2188
20170331,충남,2366
20170401,충남,2228
20170402,충남,429
20170403,충남,2959
20170404,충남,2165
20170405,충남,2023
20170406,충남,2339
20170407,충남,2233
20170408,충남,1820
20170409,충남,527
20170410,충남,2948
20170411,충남,2155
20170412,충남,1986
20170413,충남,2012
20170414,충남,2181
20170415,충남,1825
20170416,충남,434
20170417,충남,2612
20170418,충남,2069
20170419,충남,1889
20170420,충남,2085
20170421,충남,2099
20170422,충남,1753
20170423,충남,471
20170424,충남,2855
20170425,충남,2160
20170426,충남,2065
20170427,충남,2149
20170428,충남,2390
20170429,충남,1891
20170430,충남,495
20170501,충남,2856
20170502,충남,2505
20170503,충남,740
20170504,충남,2834
20170505,충남,541
20170506,충남,1783
20170507,충남,510
20170508,충남,3003
20170509,충남,1418
20170510,충남,2182
20170511,충남,1772
20170512,충남,1826
20170513,충남,1434
20170514,충남,376
20170515,충남,2314
20170516,충남,1831
20170517,충남,1617
20170518,충남,1716
20170519,충남,1846
20170520,충남,1481
20170521,충남,417
20170522,충남,2379
20170523,충남,1704
20170524,충남,1663
20170525,충남,1696
20170526,충남,1959
20170527,충남,1567
20170528,충남,412
20170529,충남,2379
20170530,충남,1707
20170531,충남,1557
20170601,충남,1856
20170602,충남,1816
20170603,충남,1489
20170604,충남,366
20170605,충남,2581
20170606,충남,663
20170607,충남,2091
20170608,충남,1723
20170609,충남,1697
20170610,충남,1457
20170611,충남,423
20170612,충남,2261
20170613,충남,1628
20170614,충남,1516
20170615,충남,1518
20170616,충남,1560
20170617,충남,1332
20170618,충남,417
20170619,충남,2135
20170620,충남,1482
20170621,충남,1417
20170622,충남,1494
20170623,충남,1611
20170624,충남,1285
20170625,충남,381
20170626,충남,2083
20170627,충남,1452
20170628,충남,1343
20170629,충남,1471
20170630,충남,1537
20170701,충남,1420
20170702,충남,393
20170703,충남,1939
20170704,충남,1367
20170705,충남,1315
20170706,충남,1257
20170707,충남,1522
20170708,충남,1067
20170709,충남,371
20170710,충남,1757
20170711,충남,1270
20170712,충남,1236
20170713,충남,1322
20170714,충남,1333
20170715,충남,1203
20170716,충남,369
20170717,충남,1854
20170718,충남,1436
20170719,충남,1331
20170720,충남,1303
20170721,충남,1407
20170722,충남,1179
20170723,충남,367
20170724,충남,1748
20170725,충남,1329
20170726,충남,1276
20170727,충남,1387
20170728,충남,1451
20170729,충남,1144
20170730,충남,345
20170731,충남,1659
20170801,충남,1451
20170802,충남,1246
20170803,충남,1301
20170804,충남,1337
20170805,충남,846
20170806,충남,301
20170807,충남,1629
20170808,충남,1163
20170809,충남,1172
20170810,충남,1262
20170811,충남,1198
20170812,충남,1047
20170813,충남,347
20170814,충남,1626
20170815,충남,471
20170816,충남,1607
20170817,충남,1276
20170818,충남,1330
20170819,충남,1052
20170820,충남,350
20170821,충남,1721
20170822,충남,1281
20170823,충남,1232
20170824,충남,1201
20170825,충남,1406
20170826,충남,1157
20170827,충남,452
20170828,충남,2157
20170829,충남,1594
20170830,충남,1613
20170831,충남,1591
20170901,충남,1815
20170902,충남,1490
20170903,충남,489
20170904,충남,2367
20170905,충남,1747
20170906,충남,1626
20170907,충남,1551
20170908,충남,1775
20170909,충남,1574
20170910,충남,545
20170911,충남,2464
20170912,충남,1704
20170913,충남,1700
20170914,충남,1678
20170915,충남,1878
20170916,충남,1775
20170917,충남,609
20170918,충남,2450
20170919,충남,1845
20170920,충남,1624
20170921,충남,1642
20170922,충남,1900
20170923,충남,1597
20170924,충남,510
20170925,충남,2402
20170926,충남,1893
20170927,충남,1892
20170928,충남,1923
20170929,충남,2259
20170930,충남,2047
20171001,충남,676
20171002,충남,2879
20171003,충남,593
20171004,충남,187
20171005,충남,624
20171006,충남,1251
20171007,충남,1435
20171008,충남,510
20171009,충남,1068
20171010,충남,2358
20171011,충남,1700
20171012,충남,1630
20171013,충남,1743
20171014,충남,1487
20171015,충남,485
20171016,충남,2270
20171017,충남,1679
20171018,충남,1705
20171019,충남,1686
20171020,충남,1866
20171021,충남,1533
20171022,충남,600
20171023,충남,2652
20171024,충남,1915
20171025,충남,1820
20171026,충남,1966
20171027,충남,2076
20171028,충남,1764
20171029,충남,585
20171030,충남,2719
20171031,충남,1971
20171101,충남,2061
20171102,충남,2103
20171103,충남,2125
20171104,충남,1900
20171105,충남,646
20171106,충남,2942
20171107,충남,2106
20171108,충남,1961
20171109,충남,2030
20171110,충남,2081
20171111,충남,1981
20171112,충남,689
20171113,충남,2880
20171114,충남,2284
20171115,충남,2079
20171116,충남,2076
20171117,충남,2163
20171118,충남,1793
20171119,충남,579
20171120,충남,2957
20171121,충남,2233
20171122,충남,2110
20171123,충남,1992
20171124,충남,2101
20171125,충남,1970
20171126,충남,617
20171127,충남,2963
20171128,충남,2188
20171129,충남,2134
20171130,충남,2238
20171201,충남,2435
20171202,충남,1952
20171203,충남,635
20171204,충남,2942
20171205,충남,2162
20171206,충남,1983
20171207,충남,2134
20171208,충남,2304
20171209,충남,1946
20171210,충남,646
20171211,충남,2865
20171212,충남,2139
20171213,충남,2028
20171214,충남,2209
20171215,충남,2232
20171216,충남,2034
20171217,충남,638
20171218,충남,3215
20171219,충남,2310
20171220,충남,2140
20171221,충남,2285
20171222,충남,2473
20171223,충남,2246
20171224,충남,656
20171225,충남,756
20171226,충남,3737
20171227,충남,2533
20171228,충남,2581
20171229,충남,2915
20171230,충남,2212
20171231,충남,588
20180101,충남,801
20180102,충남,3472
20180103,충남,2373
20180104,충남,2359
20180105,충남,2598
20180106,충남,1956
20180107,충남,493
20180108,충남,3025
20180109,충남,1973
20180110,충남,1756
20180111,충남,1966
20180112,충남,2203
20180113,충남,1793
20180114,충남,518
20180115,충남,2889
20180116,충남,2122
20180117,충남,1940
20180118,충남,1977
20180119,충남,2076
20180120,충남,1573
20180121,충남,421
20180122,충남,2782
20180123,충남,1835
20180124,충남,1594
20180125,충남,1851
20180126,충남,1771
20180127,충남,1475
20180128,충남,457
20180129,충남,2533
20180130,충남,1787
20180131,충남,1714
20180201,충남,1819
20180202,충남,1760
20180203,충남,1331
20180204,충남,308
20180205,충남,2335
20180206,충남,1669
20180207,충남,1608
20180208,충남,1736
20180209,충남,1869
20180210,충남,1382
20180211,충남,355
20180212,충남,2121
20180213,충남,2008
20180214,충남,2318
20180215,충남,560
20180216,충남,104
20180217,충남,468
20180218,충남,490
20180219,충남,2710
20180220,충남,1720
20180221,충남,1649
20180222,충남,1585
20180223,충남,1773
20180224,충남,1262
20180225,충남,331
20180226,충남,2231
20180227,충남,1736
20180228,충남,1628
20180301,충남,694
20180302,충남,1993
20180303,충남,1286
20180304,충남,365
20180305,충남,2101
20180306,충남,1560
20180307,충남,1460
20180308,충남,1496
20180309,충남,1604
20180310,충남,1360
20180311,충남,433
20180312,충남,2186
20180313,충남,1712
20180314,충남,1599
20180315,충남,1604
20180316,충남,1934
20180317,충남,1578
20180318,충남,515
20180319,충남,2520
20180320,충남,1982
20180321,충남,1587
20180322,충남,1930
20180323,충남,2036
20180324,충남,1713
20180325,충남,490
20180326,충남,2694
20180327,충남,1976
20180328,충남,1804
20180329,충남,1890
20180330,충남,1951
20180331,충남,1664
20180401,충남,656
20180402,충남,2618
20180403,충남,1909
20180404,충남,1846
20180405,충남,1795
20180406,충남,2115
20180407,충남,1611
20180408,충남,470
20180409,충남,2672
20180410,충남,1918
20180411,충남,1760
20180412,충남,1972
20180413,충남,2087
20180414,충남,1635
20180415,충남,491
20180416,충남,2739
20180417,충남,2028
20180418,충남,1838
20180419,충남,2023
20180420,충남,2091
20180421,충남,1788
20180422,충남,550
20180423,충남,2650
20180424,충남,2190
20180425,충남,2028
20180426,충남,2101
20180427,충남,2275
20180428,충남,1755
20180429,충남,476
20180430,충남,3041
20180501,충남,2040
20180502,충남,2002
20180503,충남,2079
20180504,충남,2376
20180505,충남,606
20180506,충남,411
20180507,충남,1642
20180508,충남,2523
20180509,충남,1855
20180510,충남,1960
20180511,충남,2018
20180512,충남,1570
20180513,충남,510
20180514,충남,2551
20180515,충남,1931
20180516,충남,1746
20180517,충남,1790
20180518,충남,1849
20180519,충남,1513
20180520,충남,399
20180521,충남,2752
20180522,충남,676
20180523,충남,2315
20180524,충남,1844
20180525,충남,1892
20180526,충남,1501
20180527,충남,413
20180528,충남,2407
20180529,충남,1668
20180530,충남,1621
20180531,충남,1666
20180601,충남,1880
20180602,충남,1381
20180603,충남,290
20180604,충남,2316
20180605,충남,1727
20180606,충남,503
20180607,충남,1992
20180608,충남,1690
20180609,충남,1275
20180610,충남,373
20180611,충남,2187
20180612,충남,1578
20180613,충남,719
20180614,충남,1773
20180615,충남,1658
20180616,충남,1212
20180617,충남,277
20180618,충남,2059
20180619,충남,1398
20180620,충남,1377
20180621,충남,1371
20180622,충남,1491
20180623,충남,1121
20180624,충남,278
20180625,충남,2017
20180626,충남,1319
20180627,충남,1380
20180628,충남,1387
20180629,충남,1366
20180630,충남,1091
20160101,충북,459
20160102,충북,1559
20160103,충북,195
20160104,충북,2319
20160105,충북,1509
20160106,충북,1465
20160107,충북,1443
20160108,충북,1563
20160109,충북,1169
20160110,충북,131
20160111,충북,1885
20160112,충북,1318
20160113,충북,1252
20160114,충북,1312
20160115,충북,1378
20160116,충북,1089
20160117,충북,162
20160118,충북,1741
20160119,충북,1049
20160120,충북,1262
20160121,충북,1390
20160122,충북,1398
20160123,충북,1094
20160124,충북,155
20160125,충북,1868
20160126,충북,1345
20160127,충북,1304
20160128,충북,1402
20160129,충북,1425
20160130,충북,1119
20160131,충북,185
20160201,충북,1964
20160202,충북,1464
20160203,충북,1481
20160204,충북,1503
20160205,충북,1899
20160206,충북,1527
20160207,충북,142
20160208,충북,149
20160209,충북,386
20160210,충북,1195
20160211,충북,2102
20160212,충북,1574
20160213,충북,1442
20160214,충북,195
20160215,충북,2005
20160216,충북,1390
20160217,충북,1436
20160218,충북,1518
20160219,충북,1607
20160220,충북,1276
20160221,충북,172
20160222,충북,2038
20160223,충북,1381
20160224,충북,1338
20160225,충북,1454
20160226,충북,1574
20160227,충북,1151
20160228,충북,165
20160229,충북,1949
20160301,충북,505
20160302,충북,1779
20160303,충북,1369
20160304,충북,1348
20160305,충북,1115
20160306,충북,138
20160307,충북,1689
20160308,충북,1222
20160309,충북,1192
20160310,충북,1330
20160311,충북,1420
20160312,충북,1173
20160313,충북,180
20160314,충북,2017
20160315,충북,1433
20160316,충북,1418
20160317,충북,1438
20160318,충북,1661
20160319,충북,1445
20160320,충북,208
20160321,충북,2131
20160322,충북,1549
20160323,충북,1476
20160324,충북,1581
20160325,충북,1742
20160326,충북,1416
20160327,충북,221
20160328,충북,2280
20160329,충북,1559
20160330,충북,1467
20160331,충북,1486
20160401,충북,1754
20160402,충북,1341
20160403,충북,222
20160404,충북,2069
20160405,충북,1428
20160406,충북,1395
20160407,충북,1353
20160408,충북,1550
20160409,충북,1254
20160410,충북,209
20160411,충북,1989
20160412,충북,1394
20160413,충북,843
20160414,충북,1603
20160415,충북,1420
20160416,충북,1194
20160417,충북,201
20160418,충북,1934
20160419,충북,1359
20160420,충북,1329
20160421,충북,1285
20160422,충북,1444
20160423,충북,1237
20160424,충북,152
20160425,충북,1942
20160426,충북,1482
20160427,충북,1433
20160428,충북,1490
20160429,충북,1581
20160430,충북,1292
20160501,충북,291
20160502,충북,2046
20160503,충북,1453
20160504,충북,1667
20160505,충북,345
20160506,충북,1601
20160507,충북,1137
20160508,충북,169
20160509,충북,1949
